"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
1425092;"Przytyk (2)";7669471,02;1554120,25;2700397,35;6576030,83;2563063,95;2431783,65;4739914,55;11340348,27;30250863,99;;
1425093;"Przytyk (3)";;;;;;;;;;12759668,19;
1425103;"Skaryszew (3)";4189679,10;3805173,07;6922997,05;5606480,12;7718175,44;7640207,64;10422956,42;8764288,41;25198003,65;18572271,26;
1425112;"Wierzbica (2)";863820,37;2292688,29;4465410,80;7482369,39;4615041,12;1691596,49;3364561,07;6061008,95;4945771,21;11689833,52;
1425122;"Wolanów (2)";2537708,65;3192607,21;5402440,41;3612061,60;8830586,06;3644541,76;6028232,40;14264681,57;20034537,56;13210945,99;
1425132;"Zakrzew (2)";8956112,34;9515264,58;13220661,41;13532008,88;8776287,11;12035286,28;15323286,58;25398274,82;33647684,40;24575469,80;
1426000;"Powiat siedlecki";54576419,04;37048387,65;56882570,02;93403880,93;62980056,82;71346961,13;73640232,41;127071331,85;248107606,64;212022238,24;
1426012;"Domanice (2)";2187292,32;831923,00;1721168,44;1315105,84;691336,02;2129800,13;1761684,32;3404752,39;12886492,70;1472697,80;
1426022;"Korczew (2)";2254597,39;675826,71;3128383,22;1524775,61;2640396,77;5849556,02;2428140,18;9466458,93;13699115,52;13588892,38;
1426032;"Kotuń (2)";2824394,27;2724856,15;4782089,31;5735455,94;6316083,29;6771550,76;7295672,31;6207997,47;24955963,75;7283279,10;
1426042;"Mokobody (2)";2720712,15;3260303,58;3799041,98;5760243,93;2690114,05;4529064,97;2399492,40;10464678,28;17496742,12;14483077,46;
1426053;"Mordy (3)";1035100,13;1672455,08;3698284,75;8558244,66;1690031,43;1907780,78;3721196,93;5621387,69;19448079,19;16892672,04;
1426062;"Paprotnia (2)";2048760,45;650862,63;1141406,35;1095693,48;1394841,42;3983082,08;593276,75;8045670,65;17933481,74;14801385,89;
1426072;"Przesmyki (2)";3392307,68;1107378,31;639714,24;1847852,46;439246,43;3179697,66;3551251,95;2876672,11;8652104,49;7272586,41;
1426082;"Siedlce (2)";9830123,82;10211471,37;14241118,49;27147840,96;20449399,05;13952077,26;24510462,29;32041894,21;51422062,20;38830470,26;
1426092;"Skórzec (2)";5679576,97;4726275,47;6150322,98;10390421,31;4884966,99;9778449,77;5422062,26;12862407,72;20410711,74;23639968,78;
1426102;"Suchożebry (2)";7620392,42;2700194,26;5186140,27;10114688,76;5989425,25;2867552,18;3818338,88;4103081,63;4739585,26;11913375,04;
1426112;"Wiśniew (2)";4900720,07;3378247,60;4319971,76;6906141,68;7854978,99;3366330,54;3487609,95;9153131,62;31328538,63;18215524,80;
1426122;"Wodynie (2)";2972094,51;2829060,15;3424816,54;4430566,43;4011405,12;5102047,83;7302309,70;11877883,97;9008565,82;19599457,29;
1426132;"Zbuczyn (2)";7110346,86;2279533,34;4650111,69;8576849,87;3927832,01;7929971,15;7348734,49;10945315,18;16126163,48;24028850,99;
1427000;"Powiat sierpecki";22939509,42;20206317,12;25580849,41;43472560,70;30353112,81;25538727,68;24620234,02;44782092,52;78581208,49;116898357,69;
1427011;"Sierpc (1)";4926793,87;11064213,03;6171705,79;14501541,62;8924983,24;6430538,39;7164809,13;13538821,39;17908967,47;31291082,04;
1427022;"Gozdowo (2)";4336737,23;1719534,97;3569429,91;5019969,24;3005726,90;4091933,39;3163555,68;12285943,52;6232566,92;28268635,51;
1427032;"Mochowo (2)";2101115,50;3369486,01;5127512,65;9666848,14;5779305,94;4688753,27;4188581,30;3456143,03;9276724,07;14270152,18;
1427042;"Rościszewo (2)";5034005,76;1006547,03;2747570,38;6112308,37;2828174,55;2064804,93;1817638,39;5102711,94;11807516,23;10582047,27;
1427052;"Sierpc (2)";1036215,70;572056,39;1275508,27;1093105,33;1099165,77;838741,09;2600397,68;3189605,46;6062401,26;12042306,06;
1427062;"Szczutowo (2)";2707809,80;1091872,00;3306982,23;2979430,73;5186629,47;5098483,81;3363795,88;4475256,25;7671263,74;6701368,77;
1427072;"Zawidz (2)";2796831,56;1382607,69;3382140,18;4099357,27;3529126,94;2325472,80;2321455,96;2733610,93;19621768,80;13742765,86;
1428000;"Powiat sochaczewski";51858048,12;39697937,85;47638383,71;99061327,74;68786311,19;71775084,59;70267696,34;106630103,37;123210043,00;153692768,52;
1428011;"Sochaczew (1)";6469384,96;12693119,08;17716458,18;34465906,85;24414715,14;28520171,55;23851341,97;13679989,60;24797111,63;18596479,68;
1428022;"Brochów (2)";3292583,07;2282200,51;2786393,46;4696933,04;5295948,36;2386340,40;2178558,56;9447274,49;9937437,68;14393643,58;
1428032;"Iłów (2)";4525882,86;3764224,69;4828893,17;12032782,08;3734041,50;3831176,15;5451205,65;10156066,24;9594759,95;18584562,21;
1428042;"Młodzieszyn (2)";5700495,11;1173630,95;2541718,80;7080442,20;1689077,49;1909488,46;8701539,39;10802950,63;9703636,39;23670471,02;
1428052;"Nowa Sucha (2)";4350877,14;4297368,59;6231035,61;6148487,10;10527703,99;5483403,55;3855879,15;5655534,42;18473060,31;12802940,32;
1428062;"Rybno (2)";2735773,19;1940007,44;1894198,48;3151591,07;2749366,26;4513570,56;4639139,52;11245816,70;14723970,83;7265310,64;
1428072;"Sochaczew (2)";7573122,77;7396998,89;4163315,00;10425958,41;11648350,82;10912961,24;13386284,92;20388983,39;10681352,78;24934225,37;
1428082;"Teresin (2)";17209929,02;6150387,70;7476371,01;21059226,99;8727107,63;14217972,68;8203747,18;25253487,90;25298713,43;33445135,70;
1429000;"Powiat sokołowski";31200284,22;20151758,49;26465290,70;45705380,64;40102375,44;37398528,65;56767807,85;81710479,78;146523895,41;186344409,16;
1429011;"Sokołów Podlaski (1)";11269900,02;4122541,06;5459691,19;10043543,05;15659886,82;7726539,19;4995968,91;6589262,87;14863117,28;25465907,69;
1429022;"Bielany (2)";3044153,30;1307734,40;1884739,11;8166892,48;7796626,16;9402017,91;6338563,97;9314037,58;14440551,29;18630284,85;
1429032;"Ceranów (2)";1486773,31;4757628,68;524428,47;1142752,14;432670,82;660236,96;2159281,99;3111184,52;18851982,50;2900030,50;
1429042;"Jabłonna Lacka (2)";3053988,97;800229,86;3204313,29;5367573,39;3162978,40;3107778,09;11880629,25;17944954,73;9360623,01;30117456,97;
1429053;"Kosów Lacki (3)";3068961,16;2639096,02;2259597,12;5027744,30;3675226,86;2890408,25;3159992,25;14543800,95;15439484,88;24841881,42;
1429062;"Repki (2)";2248511,05;3171157,46;4161346,77;5642506,09;5473062,66;8532629,33;11509939,95;10438740,29;18941509,77;14354863,46;
1429072;"Sabnie (2)";984708,83;2438187,64;2740681,74;2902267,39;1651727,02;1668765,64;1771596,42;3437514,47;20027612,43;19948512,76;
1429082;"Sokołów Podlaski (2)";5017462,48;555904,18;1162492,38;3870256,15;766431,36;1434822,00;11869669,22;6419854,61;22483937,25;27226960,34;
1429092;"Sterdyń (2)";1025825,10;359279,19;5068000,63;3541845,65;1483765,34;1975331,28;3082165,89;9911129,76;12115077,00;22858511,17;
1430000;"Powiat szydłowiecki";21673775,00;13616635,14;15584551,21;37044162,29;24089008,74;14841264,67;26138230,50;36656415,49;38575606,90;58763713,74;
1430012;"Chlewiska (2)";11844642,55;2209130,91;1003842,86;4554177,87;1880189,05;1085274,26;3537326,59;3611324,89;6884665,25;12131409,98;
1430022;"Jastrząb (2)";650023,45;2687853,08;3153656,62;9275689,08;6744206,38;1570687,49;3615877,86;6581191,90;;;
1430023;"Jastrząb (3)";;;;;;;;;13933406,87;10779338,44;
1430032;"Mirów (2)";1393945,28;2085751,19;2600994,88;8233849,74;1967430,37;2428436,36;3844251,96;3281846,59;2434703,18;8969878,84;
1430042;"Orońsko (2)";543228,93;2575975,16;1728704,14;3597976,81;2827891,46;2793404,41;4665509,86;8011980,90;3724429,16;6817019,32;
1430053;"Szydłowiec (3)";7241934,79;4057924,80;7097352,71;11382468,79;10669291,48;6963462,15;10475264,23;15170071,21;11598402,44;20066067,16;
1432000;"Powiat warszawski zachodni";89850008,41;125651718,74;158279673,70;179180328,75;141270171,13;103179341,80;142694494,88;209755808,14;305700083,57;232170751,25;
1432013;"Błonie (3)";17930338,81;19300148,04;20312129,92;38846765,44;38917769,53;23789065,12;12124295,66;31581340,71;49993872,72;30969321,36;
1432022;"Izabelin (2)";2380779,19;3466433,80;5467034,42;16262181,24;7198817,02;6195731,81;16811846,42;20491456,88;37189582,86;28389495,52;
1432032;"Kampinos (2)";4041436,46;1673290,32;3177974,13;8703405,79;5067190,00;6353944,99;6823165,72;3423737,06;5439369,50;15859737,60;
1432042;"Leszno (2)";6447733,72;8124210,09;8921117,01;9473719,42;6444777,32;5710558,63;11705272,28;28120109,15;35762475,31;21288958,39;
1432053;"Łomianki (3)";20213374,31;34499528,42;45984460,54;36630693,08;18248871,11;23871177,73;32077184,33;25558572,30;20393776,39;40093094,30;
1432063;"Ożarów Mazowiecki (3)";25258226,40;33610723,68;43478132,77;46394020,73;47887359,90;17321608,82;49876325,52;67302633,27;81689679,70;54755612,71;
1432072;"Stare Babice (2)";13578119,52;24977384,39;30938824,91;22869543,05;17505386,25;19937254,70;13276404,95;33277958,77;75231327,09;40814531,37;
1433000;"Powiat węgrowski";27988047,68;22442141,20;41129286,74;68048479,23;70938744,91;54157074,50;58775274,10;83925481,88;189695166,83;152678473,58;
1433011;"Węgrów (1)";3844867,84;4816868,81;7527142,86;17225563,63;6450192,77;16082475,46;20322229,68;27571953,38;34675955,82;14843200,51;
1433022;"Grębków (2)";769344,41;599348,95;1443757,79;2318333,82;1381082,87;1195704,12;2350690,31;4910896,26;19748445,80;17159989,79;
1433032;"Korytnica (2)";3687610,55;3525103,64;7029183,02;11462935,43;6667857,35;2805888,83;8174999,13;9093178,22;22369120,83;11910746,12;
1433042;"Liw (2)";1787182,63;3225942,09;3874423,68;2792698,22;8872057,74;8627518,40;5971914,38;13870326,28;29116804,63;20981877,26;
1433053;"Łochów (3)";13591056,19;5511416,26;14095504,60;23761977,97;22760063,26;14178701,06;8740143,32;10109111,50;14579602,26;23774055,82;
1433062;"Miedzna (2)";648709,92;1239542,17;872394,51;1138538,78;4851607,47;1777395,27;4899030,85;3949007,07;16140060,48;10288851,32;
1433072;"Sadowne (2)";2776456,39;1963276,93;3265922,81;7981314,47;5992243,50;5138199,66;4095400,82;6197792,02;18674769,21;20635439,47;
1433082;"Stoczek (2)";596134,83;1160943,65;2706180,64;1193584,87;10895172,57;2286857,59;1316014,13;2963337,77;12797947,14;15528413,94;
1433092;"Wierzbno (2)";286684,92;399698,70;314776,83;173532,04;3068467,38;2064334,11;2904851,48;5259879,38;21592460,66;17555899,35;
1434000;"Powiat wołomiński";114000847,78;139263815,42;191648535,66;262450768,37;260659696,54;211263498,67;214986331,60;303487520,08;450683414,44;370192535,94;
1434011;"Kobyłka (1)";14325324,57;15164443,38;16643326,29;35245109,25;24906403,82;12699726,46;23915066,97;34899474,81;45114782,23;65030511,09;
1434021;"Marki (1)";9377370,32;17670446,41;36522982,94;40474755,76;33603615,09;18339902,12;20846471,44;31631314,67;39898231,92;51272566,44;
1434031;"Ząbki (1)";28286267,64;23800044,52;16315420,57;34161809,19;51299126,08;65315657,96;37970117,21;34821980,32;74567790,99;52196891,01;
1434041;"Zielonka (1)";2739050,66;6611203,43;13500293,18;25107625,39;7831898,89;15056640,51;12889507,74;16837952,56;33213970,96;5787029,15;
1434052;"Dąbrówka (2)";4421782,92;4691999,40;9821661,77;11400002,34;4254861,04;4334356,66;6215204,10;8274397,68;7580983,55;11357212,94;
1434062;"Jadów (2)";4946832,59;4037428,02;7920581,34;6405633,31;10582578,85;5231688,19;5566221,42;8466556,78;;;
1434063;"Jadów (3)";;;;;;;;;21869742,38;18712225,80;
1434072;"Klembów (2)";3247193,73;9190962,74;10550855,41;13191827,28;18795612,64;15807420,81;15930037,99;13696946,94;40688183,67;26554885,11;
1434082;"Poświętne (2)";1061138,94;2971700,75;4679335,32;6404369,66;2236280,54;3525052,54;4109930,04;12528180,35;20033053,23;24507314,99;
1434093;"Radzymin (3)";21006761,80;22711275,97;26399030,39;36150695,26;23710941,25;35445428,99;46159883,61;68212080,97;64754246,41;41518922,14;
1434102;"Strachówka (2)";642804,00;1472408,61;2866599,07;5250363,18;4600346,33;1793244,50;2516439,30;4643156,27;13914213,92;11179315,87;
1434113;"Tłuszcz (3)";6087807,12;6439044,30;17921018,62;17071128,50;30634816,92;13277980,67;15956751,58;27814250,47;34985463,05;26915093,39;
1434123;"Wołomin (3)";17858513,49;24502857,89;28507430,76;31587449,25;48203215,09;20436399,26;22910700,20;41661228,26;54062752,13;35160568,01;
1435000;"Powiat wyszkowski";66697546,02;44517464,11;48555159,57;87194419,08;74062612,32;40406020,20;52131673,65;71018485,47;119389049,03;122996805,96;
1435012;"Brańszczyk (2)";5600029,42;2929439,27;3361863,60;4407424,35;7126742,00;2522660,17;14126459,54;4147891,96;9757303,73;17323341,09;
1435022;"Długosiodło (2)";11883543,66;4292243,45;3807603,10;10540547,54;17757800,93;6679696,37;4318154,20;17189814,10;10393264,48;9499553,28;
1435032;"Rząśnik (2)";10979678,88;2916790,03;3339582,13;2175508,31;3527110,85;3281531,95;4288645,16;5048657,37;8788616,53;20763837,07;
1435042;"Somianka (2)";14325159,43;2301610,02;1665043,53;7785561,80;12312868,98;3607162,33;4189899,55;3475192,20;29627531,70;10824161,05;
1435053;"Wyszków (3)";21839098,58;29642577,42;33387919,84;59145553,94;28068974,43;21798001,15;16323044,14;31699247,35;36272943,26;45261742,69;
1435062;"Zabrodzie (2)";2070036,05;2434803,92;2993147,37;3139823,14;5269115,13;2516968,23;8885471,06;9457682,49;24549389,33;19324170,78;
1436000;"Powiat zwoleński";15124906,41;12180938,07;27261749,77;30810118,23;17584214,25;12595673,54;21929276,67;43586139,59;77063285,54;65006800,27;
1436012;"Kazanów (2)";1637906,64;1600373,96;4028144,96;4482122,59;2219281,29;1943279,00;3788492,97;5097603,79;16526514,13;11774486,01;
1436022;"Policzna (2)";2364673,48;1233549,28;4346576,33;7323239,23;3484877,42;685728,05;2685675,81;8933764,98;10739160,24;11510379,86;
1436032;"Przyłęk (2)";2498601,90;1961804,59;3240964,69;3730132,64;5564517,66;2563601,70;5562930,22;9494519,08;12410791,80;6615852,13;
1436042;"Tczów (2)";2607989,62;1222966,72;3887919,75;2093822,52;1498688,87;1159327,29;1079212,83;4642594,32;4355749,38;16067614,02;
1436053;"Zwoleń (3)";6015734,77;6162243,52;11758144,04;13180801,25;4816849,01;6243737,50;8812964,84;15417657,42;33031069,99;19038468,25;
1437000;"Powiat żuromiński";7500682,70;10500208,74;17769733,76;18459008,38;10988585,41;11024727,73;17135966,77;38394494,32;51357103,22;34841199,94;
1437013;"Bieżuń (3)";442365,64;324099,11;554566,42;769561,10;829230,43;1123300,33;527343,68;9122412,03;8063394,43;2242841,95;
1437022;"Kuczbork-Osada (2)";2865189,52;630879,21;1462686,72;4390903,14;633365,85;458265,74;1328640,11;7015462,56;8033517,25;8712278,15;
1437032;"Lubowidz (2)";2084053,00;2732923,33;4660267,32;3983692,11;;;;;;;
1437033;"Lubowidz (3)";;;;;3639471,05;3035702,56;5052190,37;1613013,20;12023495,50;3933643,66;
1437042;"Lutocin (2)";403030,35;977711,46;662391,97;1291469,50;661989,70;874908,94;2757872,07;5450159,14;4573591,47;4498098,67;
1437052;"Siemiątkowo (2)";275677,64;2249512,25;560319,41;1850313,60;946326,30;2476944,86;2571783,79;7532323,48;8909181,98;1999164,67;
1437063;"Żuromin (3)";1430366,55;3585083,38;9869501,92;6173068,93;4278202,08;3055605,30;4898136,75;7661123,91;9753922,59;13455172,84;
1438000;"Powiat żyrardowski";38839932,87;26881183,15;43893548,68;137929335,78;86563099,56;78414311,94;89888102,15;131184296,30;151587683,19;152158645,13;
1438011;"Żyrardów (1)";2748631,57;9372428,43;25219071,55;74361874,56;35659203,80;51873533,42;43118954,63;50563535,77;58838521,21;75970265,19;
1438023;"Mszczonów (3)";16919134,30;8285039,32;8300698,13;21079733,55;14531981,18;12036832,85;22349716,50;42453264,55;47739682,11;25637215,37;
1438032;"Puszcza Mariańska (2)";4305981,72;2811519,07;2558613,64;6282847,93;10066020,12;6426021,09;5467300,13;4338399,66;9360879,54;12733768,36;
1438042;"Radziejowice (2)";3289377,30;2616895,00;4032920,75;20706336,37;14271081,25;3719979,69;5057702,79;10057243,73;14482666,79;8731788,64;
1438052;"Wiskitki (2)";11576807,98;3795301,33;3782244,61;15498543,37;12034813,21;4357944,89;;;;;
1438053;"Wiskitki (3)";;;;;;;13894428,10;23771852,59;21165933,54;29085607,57;
1461000;"Powiat m. Ostrołęka";28523391,23;9417862,37;17863988,72;42607997,00;43209811,34;22493637,77;41256437,90;44424686,24;28420422,61;66702763,96;
1461011;"Ostrołęka (1)";28523391,23;9417862,37;17863988,72;42607997,00;43209811,34;22493637,77;41256437,90;44424686,24;28420422,61;66702763,96;
1462000;"Powiat m. Płock";101323043,34;64865395,90;122857181,33;267858836,50;124381299,11;115025142,28;109459590,65;154025175,20;189878512,38;229380250,22;
1462011;"Płock (1)";101323043,34;64865395,90;122857181,33;267858836,50;124381299,11;115025142,28;109459590,65;154025175,20;189878512,38;229380250,22;
1463000;"Powiat m. Radom";162271630,48;76497484,42;84697809,26;124026708,78;208332879,86;199701232,97;107311929,38;87514224,11;86555702,32;264263751,39;
1463011;"Radom (1)";162271630,48;76497484,42;84697809,26;124026708,78;208332879,86;199701232,97;107311929,38;87514224,11;86555702,32;264263751,39;
1464000;"Powiat m. Siedlce";105088486,47;33405003,18;36533917,94;84300406,80;28060856,54;26569518,35;31731711,34;63895734,06;57429638,60;64593141,56;
1464011;"Siedlce (1)";105088486,47;33405003,18;36533917,94;84300406,80;28060856,54;26569518,35;31731711,34;63895734,06;57429638,60;64593141,56;
1465000;"Powiat m. st. Warszawa";1318029329,59;1237774655,26;1839067664,23;2094521295,37;2325470959,59;2240802928,30;1789873757,46;1718391176,94;2855543373,74;2471534131,27;
1465011;"M.st.Warszawa od 2002 (1)";1318029329,59;1237774655,26;1839067664,23;2094521295,37;2325470959,59;2240802928,30;1789873757,46;1718391176,94;2855543373,74;2471534131,27;
1600000;"OPOLSKIE";398558875,10;337552151,34;481146675,43;865670962,55;940631603,31;736740378,13;705650680,63;961632661,01;1104901234,93;1322917610,47;
1601000;"Powiat brzeski";33957091,52;22930691,41;38774194,85;108005866,09;77874337,86;54860707,90;38387596,34;66106085,60;87116491,83;112466833,38;
1601011;"Brzeg (1)";7988514,92;8844776,37;13014970,00;42018068,50;38198928,84;20315229,79;8120384,20;14986913,40;22597843,17;49377828,44;
1601022;"Skarbimierz (2)";11409027,85;4150988,77;9661509,76;24783731,34;13094542,14;17653450,12;9458149,59;12968962,68;20242072,34;14826265,50;
1601033;"Grodków (3)";8998048,86;5764975,20;7154757,10;19430010,26;18735250,99;9787042,52;7909572,67;13282275,62;19782620,58;22605504,30;
1601043;"Lewin Brzeski (3)";2007119,07;1839651,97;3708305,06;9032325,11;5302120,19;3242664,86;9808917,94;14070256,39;10479005,63;13595828,03;
1601052;"Lubsza (2)";2866072,99;1069976,42;754106,18;8098884,69;1458083,02;2376108,49;1567779,80;6938427,89;4307867,92;5183999,68;
1601062;"Olszanka (2)";688307,83;1260322,68;4480546,75;4642846,19;1085412,68;1486212,12;1522792,14;3859249,62;9707082,19;6877407,43;
1602000;"Powiat głubczycki";9912184,03;12894189,59;28500881,84;29760109,91;26295794,06;12750392,15;17690166,80;54638986,26;46267931,35;52871830,56;
1602013;"Baborów (3)";1922420,45;2535769,10;5052133,21;6217266,94;3643415,87;1326872,72;3243984,63;3117479,40;7240752,37;5602206,40;
1602022;"Branice (2)";2237940,26;1124256,21;6823523,73;10400711,90;7463216,57;1040175,46;2813930,27;15105366,56;5929522,55;18389888,60;
1602033;"Głubczyce (3)";4030783,98;8010046,85;14565337,04;10342076,34;11332121,12;7818286,29;8112796,82;26264361,09;15521799,91;7886980,24;
1602043;"Kietrz (3)";1721039,34;1224117,43;2059887,86;2800054,73;3857040,50;2565057,68;3519455,08;10151779,21;17575856,52;20992755,32;
1603000;"Powiat kędzierzyńsko-kozielski";48364893,81;43529851,08;61650532,83;84385554,98;99061532,60;48629594,12;48828594,53;77921861,87;91543000,54;157706420,53;
1603011;"Kędzierzyn-Koźle (1)";34948458,31;28367190,43;47926115,72;66615032,71;73810471,94;28231264,84;26441009,53;50392051,96;45226199,91;104357230,23;
1603022;"Bierawa (2)";5576867,44;7431296,73;5793560,37;4317576,78;3570551,63;2963790,09;6246319,92;7037685,81;7646434,69;11629832,52;
1603032;"Cisek (2)";2083209,33;428308,67;560866,03;2117207,68;4413019,48;593297,45;1095194,58;1558149,48;5871755,96;3956691,05;
1603042;"Pawłowiczki (2)";2948261,50;926228,97;3547179,71;2661308,94;5116635,09;3807807,72;4489169,99;6995339,52;5548466,02;7782409,41;
1603052;"Polska Cerekiew (2)";182391,64;864987,65;1023247,63;2031784,13;4645370,32;2288675,53;2782156,55;1396062,21;7650372,95;3449810,79;
1603062;"Reńska Wieś (2)";2625705,59;5511838,63;2799563,37;6642644,74;7505484,14;10744758,49;7774743,96;10542572,89;19599771,01;26530446,53;
1604000;"Powiat kluczborski";32415847,70;17617100,16;23702514,02;40313753,66;40199486,57;27605435,16;28605497,86;29154385,15;46247506,40;62194601,94;
1604013;"Byczyna (3)";9401745,74;2446248,78;3059409,58;9036832,47;2373697,59;5188191,20;3112962,49;2481496,61;6500106,75;23429481,71;
1604023;"Kluczbork (3)";16459413,84;9016376,28;13805192,71;19000313,22;28081662,69;15301731,72;13357142,06;17240963,32;17918154,81;24004341,32;
1604032;"Lasowice Wielkie (2)";3457040,49;4127109,60;3549222,56;6110383,81;4241366,84;3685261,60;3351020,93;5809630,47;5191976,62;3772368,30;
1604043;"Wołczyn (3)";3097647,63;2027365,50;3288689,17;6166224,16;5502759,45;3430250,64;8784372,38;3622294,75;16637268,22;10988410,61;
1605000;"Powiat krapkowicki";25081295,32;19973523,81;28682536,76;38306717,71;29996797,56;43084972,05;39305518,78;63442596,85;72531143,11;75521753,08;
1605013;"Gogolin (3)";3418857,20;6770349,28;11143998,39;13692180,28;4679459,83;5352334,65;8000536,73;13792933,34;22875698,54;30940448,97;
1605023;"Krapkowice (3)";5258674,51;5550388,70;7546492,35;9728506,05;7594612,23;23561996,87;9597970,66;25649383,55;10505087,54;18166444,56;
1605032;"Strzeleczki (2)";9020928,73;1877109,79;2613430,24;3713640,31;4666688,73;5992950,17;3814346,06;8708167,08;16001294,10;;
1605033;"Strzeleczki (3)";;;;;;;;;;12422704,14;
1605042;"Walce (2)";3563975,70;2048599,63;1836709,45;5465259,94;7317426,55;3300644,98;13407151,66;5559340,63;12806095,69;3463282,50;
1605053;"Zdzieszowice (3)";3818859,18;3727076,41;5541906,33;5707131,13;5738610,22;4877045,38;4485513,67;9732772,25;10342967,24;10528872,91;
1606000;"Powiat namysłowski";12658029,24;10420933,86;20992522,83;27791760,45;22518509,05;16345674,47;20440597,55;48261266,79;67034927,24;69381173,66;
1606012;"Domaszowice (2)";2204616,18;81726,45;330814,69;2351498,21;1746660,62;649988,47;1394140,53;5578274,85;7871955,74;17304217,06;
1606023;"Namysłów (3)";6705847,41;7519459,99;12230521,12;19988680,10;14131428,11;6076148,15;11734542,31;21244258,14;26418042,06;33356037,88;
1606032;"Pokój (2)";2253853,28;1290388,58;3832154,64;1389512,34;1376203,26;7046868,93;3069742,51;15161591,99;16902702,18;11808928,77;
1606042;"Świerczów (2)";504140,74;57079,40;841585,67;612728,56;1755309,57;1071666,78;1434496,70;4659045,59;7614645,57;763770,20;
1606052;"Wilków (2)";989571,63;1472279,44;3757446,71;3449341,24;3508907,49;1501002,14;2807675,50;1618096,22;8227581,69;6148219,75;
1607000;"Powiat nyski";57026736,38;42407345,12;57737468,85;108524984,66;145472669,06;116036928,99;88337521,03;115434383,85;148566798,71;190608545,59;
1607013;"Głuchołazy (3)";6209267,20;4628797,67;6501446,41;13627435,42;16373581,37;7285770,74;8887022,86;15441677,20;30640979,35;40394639,01;
1607022;"Kamiennik (2)";2124395,75;477041,97;1116166,04;1330248,99;991093,37;1247589,71;2353039,71;7266163,02;7893401,56;6680806,33;
1607033;"Korfantów (3)";2267235,09;2615188,96;3423841,07;4997547,25;12227961,18;5473176,38;4949789,42;9890319,97;8363891,44;17477677,65;
1607042;"Łambinowice (2)";648623,00;1053793,86;2314427,50;1277383,09;1864301,92;2082712,41;2769361,94;8558253,35;11317362,63;16025911,90;
1607053;"Nysa (3)";40413474,55;26728312,41;30879478,12;41732524,37;74283227,86;77684470,61;44545045,48;49511602,99;57036608,70;53717985,87;
1607063;"Otmuchów (3)";1092870,15;3404417,49;5911696,92;19592482,20;16612078,44;9040133,28;15362886,73;11528884,31;8732066,48;5569760,45;
1607073;"Paczków (3)";1706478,72;1619245,14;3903297,04;15006004,16;16651593,37;4936210,17;4884674,48;4387084,63;8981739,70;16937518,05;
1607082;"Pakosławice (2)";400279,64;1099945,20;1490756,10;1888517,19;1140243,12;879746,21;1674200,43;1457895,17;2580535,11;6022811,03;
1607092;"Skoroszyce (2)";2164112,28;780602,42;2196359,65;9072841,99;5328588,43;7407119,48;2911499,98;7392503,21;13020213,74;27781435,30;
1608000;"Powiat oleski";37576548,32;21067237,76;22459731,89;42814881,64;53060548,60;33280682,92;25121946,45;44052199,13;73858381,66;108252122,72;
1608013;"Dobrodzień (3)";6300871,50;4729724,25;2924244,72;9113099,75;7947637,48;4888379,29;2965561,12;9023905,89;9019669,67;17075582,92;
1608023;"Gorzów Śląski (3)";2889426,26;1969330,94;1317998,85;2371614,24;1889046,03;3834161,36;2167145,06;5275754,12;12917502,04;13200201,57;
1608033;"Olesno (3)";13545330,49;7038277,93;7549772,50;12380859,93;18573096,35;7648135,09;6118261,29;4685939,23;21806453,52;44435593,29;
1608043;"Praszka (3)";5270721,97;2369432,21;3862115,69;5556763,57;10881546,63;8788485,66;2602499,81;7002042,53;7026778,42;8310504,63;
1608052;"Radłów (2)";1274392,40;1977317,89;2530086,89;1986283,98;3045024,25;3653178,87;2619826,59;5511393,36;8388810,82;5368416,77;
1608062;"Rudniki (2)";3110342,46;1916741,05;3135435,01;8123683,77;7203303,78;3509514,88;5390599,11;8681404,95;11648804,25;15411048,61;
1608072;"Zębowice (2)";5185463,24;1066413,49;1140078,23;3282576,40;3520894,08;958827,77;3258053,47;3871759,05;3050362,94;4450774,93;
1609000;"Powiat opolski";44526201,63;26089473,30;43185895,94;75707605,22;74948038,17;56277491,01;93883175,63;147288282,22;141070345,85;157029415,05;
1609012;"Chrząstowice (2)";1667446,45;758186,30;880851,34;3590197,96;7190102,69;1870310,61;5463076,80;14493203,02;9050145,85;11914078,35;
