"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
1607063;"Otmuchów (3)";19944298,31;19863383,49;20981064,02;24356455,41;24742754,52;29027180,55;30502582,58;35054478,24;32930445,95;38322499,89;
1607073;"Paczków (3)";16914029,32;16840291,11;17294316,37;17878386,39;21234055,28;23632302,89;21803279,75;29364010,83;30280706,68;31635961,98;
1607082;"Pakosławice (2)";5346975,23;4826990,43;5414509,46;5636548,95;6251095,42;6762143,61;7419996,38;10342305,39;11052163,89;9285109,00;
1607092;"Skoroszyce (2)";8230223,87;7803185,94;7733003,59;8458332,57;13109924,87;13391438,04;12595473,91;14647316,25;21782809,62;24671222,05;
1608000;"Powiat oleski";84509924,42;88310886,95;93278719,82;99300976,46;111384406,31;123106302,58;132842322,99;160187858,41;151741158,57;173697990,79;
1608013;"Dobrodzień (3)";12888649,88;13760652,90;15407907,28;16298020,97;18342796,59;20531573,15;23828121,29;27071849,38;26441057,83;26658642,19;
1608023;"Gorzów Śląski (3)";9446471,10;8861190,15;9314717,86;10250488,54;10596926,17;12115547,39;12627580,13;17850289,63;19417183,35;16558608,99;
1608033;"Olesno (3)";24471499,12;25720355,67;27737283,65;30296102,41;35564584,27;35481919,50;39889561,24;40456454,79;41574173,18;52093222,27;
1608043;"Praszka (3)";20322996,43;21657739,10;22039284,19;23339363,74;24445716,81;28145240,36;30944220,97;34524490,84;31857918,02;39063358,85;
1608052;"Radłów (2)";4366986,67;4319950,63;4108865,51;4366079,32;5693008,54;5743815,82;6140585,58;12501084,10;7584466,19;8500259,89;
1608062;"Rudniki (2)";9719052,60;10088908,28;10140928,27;11067274,76;12340459,24;15503352,73;14812210,30;19337526,98;18787140,04;25109857,27;
1608072;"Zębowice (2)";3294268,62;3902090,22;4529733,06;3683646,72;4400914,69;5584853,63;4600043,48;8446162,69;6079219,96;5714041,33;
1609000;"Powiat opolski";241068380,78;257721320,77;219098205,50;230783804,86;262886463,03;283494997,70;313594053,28;349021637,34;350805082,24;417832455,89;
1609012;"Chrząstowice (2)";9762547,26;10530022,94;11701697,45;12491245,97;17079142,33;15702255,45;17317857,60;21306630,77;21360695,19;23840474,73;
1609022;"Dąbrowa (2)";14123365,56;14723674,13;13269153,02;14558219,98;16599577,43;17797666,78;21891505,38;25008684,17;26579946,53;30296350,27;
1609032;"Dobrzeń Wielki (2)";54881285,36;68817900,46;21738888,46;21723714,85;24733518,65;22752423,92;24583204,03;25419577,81;25902494,28;31263775,27;
1609042;"Komprachcice (2)";14362399,26;14384705,29;12590257,41;13938005,01;15390595,88;18107592,50;18039656,82;21048300,08;20737350,01;24143822,98;
1609052;"Łubniany (2)";13380125,80;14087210,72;15225347,14;16367435,50;18731433,04;21861841,48;22410450,33;27912021,08;24165532,01;30854710,44;
1609062;"Murów (2)";9802998,06;8112218,48;8744287,54;9593177,85;10131014,13;10980101,61;11990383,92;16059517,80;15094994,80;17858477,64;
1609073;"Niemodlin (3)";25570325,10;25000723,51;26825703,44;28576276,81;31320569,18;33987896,02;45102216,55;45135696,07;42875335,90;56658378,27;
1609083;"Ozimek (3)";31546057,72;33237328,94;37153175,98;35445376,17;39558127,59;43054046,61;45554538,57;48122693,99;56270199,58;67277123,21;
1609092;"Popielów (2)";11517164,94;11305045,46;10642056,14;11279502,87;13859864,45;16998094,74;18397673,84;19782392,94;17060675,91;19038177,81;
1609103;"Prószków (3)";16557586,54;17383960,39;18045928,76;19033668,47;22847571,78;25200817,87;28349213,17;29126516,60;30467091,44;31512139,55;
1609112;"Tarnów Opolski (2)";14832717,94;14953352,88;16333176,12;17932810,49;21286418,06;21225976,97;22312850,00;24370138,29;26750678,96;32817909,64;
1609122;"Tułowice (2)";8560396,71;8896403,00;9555090,86;;;;;;;;
1609123;"Tułowice (3)";;;;10429278,55;10521063,67;13003963,75;13545505,74;16408677,25;14627685,11;16856829,78;
1609132;"Turawa (2)";16171410,53;16288774,57;17273443,18;19415092,34;20827566,84;22822320,00;24098997,33;29320790,49;28912402,52;35414286,30;
1610000;"Powiat prudnicki";81557978,91;82554494,15;87218137,04;91192933,92;104063247,34;110193142,03;115605571,93;133354395,96;128822484,22;147508810,82;
1610013;"Biała (3)";12805467,33;13654477,30;14071150,70;14387888,35;18092142,60;19842143,00;19994144,36;24554854,69;23615104,58;23140156,06;
1610023;"Głogówek (3)";22940841,90;23246732,63;23203691,72;24192695,85;24603486,67;27912484,69;29680927,61;33927757,52;33358462,84;39502257,09;
1610032;"Lubrza (2)";5678356,78;5509554,42;5763746,23;6335435,08;6926631,65;8030093,86;8305448,63;12409477,36;9841146,05;11364096,08;
1610043;"Prudnik (3)";40133312,90;40143729,80;44179548,39;46276914,64;54440986,42;54408420,48;57625051,33;62462306,39;62007770,75;73502301,59;
1611000;"Powiat strzelecki";120748860,36;129085216,21;133222018,33;146418802,03;163875293,15;169928619,76;193716397,30;219031447,85;238957698,49;289782429,03;
1611012;"Izbicko (2)";6835639,93;7256731,01;6838440,82;8410528,77;9897621,88;8843261,96;9557708,45;13914267,94;12033297,30;14360095,30;
1611022;"Jemielnica (2)";6859272,97;7754791,65;7808326,03;8480647,91;9860495,19;10882340,22;11270586,02;14851843,88;15077609,80;17804609,86;
1611033;"Kolonowskie (3)";8885747,42;8277733,01;8559644,67;10282297,42;10519883,72;10877892,94;14261277,14;14396088,63;12095960,82;16863508,81;
1611043;"Leśnica (3)";10733402,95;11988035,55;12784106,15;13207672,10;13902515,86;15646592,67;16044341,59;19794833,67;19675287,68;25160527,07;
1611053;"Strzelce Opolskie (3)";57452850,89;63598737,41;63737309,49;71486306,34;80561729,53;80112275,61;90534711,34;101207683,89;119606698,92;149040308,99;
1611063;"Ujazd (3)";9979153,81;10586687,08;13010577,50;13589575,11;15702771,42;17758769,72;21871786,86;23980148,34;30618194,40;29569001,06;
1611073;"Zawadzkie (3)";20002792,39;19622500,50;20483613,67;20961774,38;23430275,55;25807486,64;30175985,90;30886581,50;29850649,57;36984377,94;
1661000;"Powiat m. Opole";412480502,33;437730703,92;514894877,21;562204175,69;590653083,01;720319098,71;677648471,92;721233851,55;771862727,06;900607511,01;
1661011;"Opole (1)";412480502,33;437730703,92;514894877,21;562204175,69;590653083,01;720319098,71;677648471,92;721233851,55;771862727,06;900607511,01;
1800000;"PODKARPACKIE";3152562541,09;3243293225,90;3461906226,50;3900208586,11;4356758667,42;4983289481,57;5103006265,61;5807508541,17;5789484091,50;6662420137,95;
1801000;"Powiat bieszczadzki";34398893,34;34496503,06;34976491,27;43103294,38;48304292,83;50641075,00;55314240,88;61872556,53;60044916,79;66670044,51;
1801032;"Czarna (2)";3818231,69;4035116,28;3559477,79;4755828,88;4875692,23;6359597,60;5420569,32;8589859,19;5623344,57;6388598,01;
1801052;"Lutowiska (2)";4560440,42;4977939,84;5273125,89;8202738,07;6005224,54;7360461,92;6543866,46;10189606,64;8640434,08;9980423,94;
1801083;"Ustrzyki Dolne (3)";26020221,23;25483446,94;26143887,59;30144727,43;37423376,06;36921015,48;43349805,10;43093090,70;45781138,14;50301022,56;
1802000;"Powiat brzozowski";67495245,23;66942218,83;66961916,31;78969796,25;88481173,15;100604063,21;96116289,16;112278788,08;112136830,01;119712316,70;
1802013;"Brzozów (3)";32397871,19;33050983,24;33441296,95;38294880,07;41476444,36;45268590,87;44211356,02;43978816,17;48970921,70;52190859,15;
1802022;"Domaradz (2)";3963012,95;4450048,83;5107098,35;5684148,46;6808298,24;6890325,21;8650851,57;11351875,81;10262753,72;12242649,22;
1802032;"Dydnia (2)";6257729,35;7108072,57;6966577,91;8385698,42;8928629,31;14080133,40;11871696,60;13043266,52;12298905,20;12831412,35;
1802042;"Haczów (2)";9587721,77;8231973,52;8477548,32;9602612,40;10925004,84;12323454,01;12873286,10;18433008,05;18154506,12;17818871,62;
1802052;"Jasienica Rosielna (2)";10277015,37;8573089,27;7455237,84;10837356,68;12973118,08;14235389,23;10101489,93;13769585,33;12533271,43;14822037,10;
1802062;"Nozdrzec (2)";5011894,60;5528051,40;5514156,94;6165100,22;7369678,32;7806170,49;8407608,94;11702236,20;9916471,84;9806487,26;
1803000;"Powiat dębicki";173842836,01;183060494,33;201576913,61;224064138,31;267906490,76;275904700,99;293955722,71;329611674,87;334508541,95;382413020,33;
1803011;"Dębica (1)";81081545,85;86549711,55;98991617,49;102890166,70;125617737,88;125384178,52;130302226,99;140633290,82;139048597,43;166283869,44;
1803023;"Brzostek (3)";9533475,85;9831262,03;10181877,80;12157092,11;16754996,65;14398752,22;16594558,90;22151165,18;29338144,43;20242280,95;
1803032;"Czarna (2)";10651813,48;10940888,33;12030509,40;17543992,80;14273974,09;17111974,63;18911402,54;21840956,77;20535557,69;25319701,40;
1803042;"Dębica (2)";33446165,32;35147252,87;38692717,22;38746023,47;47965428,26;52714527,89;57781714,88;59022240,17;64471766,83;75438598,90;
1803052;"Jodłowa (2)";3307943,05;3631310,21;3574982,61;4541516,21;6803665,23;8240478,08;6603632,65;10946768,25;7802224,96;9115504,89;
1803063;"Pilzno (3)";19923857,87;20725811,96;21311663,98;24671568,12;27427458,99;29782720,58;34227295,92;37113535,56;36796409,44;43323709,49;
1803072;"Żyraków (2)";15898034,59;16234257,38;16793545,11;23513778,90;29063229,66;28272069,07;29534890,83;37903718,12;36515841,17;42689355,26;
1804000;"Powiat jarosławski";154516930,92;166402186,53;164096867,18;177262981,34;211581698,63;242456195,57;242095816,51;280315197,27;290681353,18;308996322,46;
1804011;"Jarosław (1)";70044259,08;73390752,65;73028023,36;75935508,89;93025971,72;96786254,84;99949436,95;110162407,32;116717020,86;130083913,56;
1804021;"Radymno (1)";8604524,21;9542340,56;8548157,26;8996099,27;13490231,48;12171075,34;11714217,92;15702908,91;15382868,59;14039815,84;
1804032;"Chłopice (2)";5419585,04;5767499,54;5966195,26;6406148,19;7545622,24;10542675,73;8779985,14;12735757,58;12261469,30;12981169,63;
1804042;"Jarosław (2)";13807996,88;15871806,14;14707806,99;17095249,42;18452029,24;21071701,77;24691145,45;26623759,19;30700275,64;30771106,00;
1804052;"Laszki (2)";6053142,54;6157377,12;6392965,86;7015650,54;7514896,51;12052919,80;8273525,51;12300803,51;12507049,32;13935284,28;
1804062;"Pawłosiów (2)";9429299,39;9746297,03;10066913,20;11223044,05;12926448,72;15568794,97;18393089,41;19524688,26;16806019,92;20684137,72;
1804073;"Pruchnik (3)";8685332,93;8520958,45;9280507,04;10346523,92;15997770,29;14555273,97;14519486,15;16602942,38;17713985,27;17945738,17;
1804082;"Radymno (2)";10941470,82;12459237,41;12006414,98;15260743,27;15139155,43;28833027,12;21700205,99;23346456,36;25410650,12;26811215,12;
1804092;"Rokietnica (2)";4371676,02;5022091,45;5313622,67;6550506,86;6524758,44;7920812,89;7445234,98;9953515,56;8617524,24;8597029,84;
1804102;"Roźwienica (2)";5866992,66;7042316,07;6658962,53;6387442,62;7520706,66;9105795,29;10160170,88;13782044,94;13429195,91;11282159,40;
1804112;"Wiązownica (2)";11292651,35;12881510,11;12127298,03;12046064,31;13444107,90;13847863,85;16469318,13;19579913,26;21135294,01;21864752,90;
1805000;"Powiat jasielski";139018782,33;144863993,96;148831498,68;161593859,27;174527813,34;208792197,78;207752006,95;249227452,74;248008862,14;278392507,71;
1805011;"Jasło (1)";71425162,23;78395232,89;81814859,87;83315749,35;89439111,55;100314032,36;104010143,60;109127733,04;118276422,27;150862936,97;
1805022;"Brzyska (2)";4033155,05;4332722,84;4498237,13;5487233,32;5239576,81;7273299,88;6630205,85;12412714,29;8421188,52;9236225,94;
1805032;"Dębowiec (2)";6650227,45;6697605,48;6652886,57;7841225,67;8810550,49;12162681,66;10741338,91;15113881,05;12793816,33;12678612,46;
1805042;"Jasło (2)";13840829,28;14310141,72;15958752,98;17547597,04;19774814,76;24667323,50;25642234,84;31242609,08;30588030,56;31642468,25;
1805053;"Kołaczyce (3)";7197032,85;7457334,56;7503000,72;9119422,77;8921279,45;11545698,81;10782765,02;16341643,64;15706668,44;16131547,02;
1805062;"Krempna (2)";3776365,72;2246084,25;2087008,23;2937014,91;2457508,57;3131643,34;3328926,47;6100177,07;4151246,07;3483525,06;
1805072;"Nowy Żmigród (2)";8652339,66;7466228,81;6296188,94;6949225,08;8434789,67;9918126,01;10544453,93;13858716,65;16621875,65;12002364,41;
1805082;"Osiek Jasielski (2)";3908238,31;3527592,36;3556666,24;4518263,56;5117212,88;6372361,40;5390687,33;8870945,72;8018392,39;7100737,87;
1805092;"Skołyszyn (2)";12029005,88;12427385,58;12429681,41;13680654,81;15177636,21;20401011,58;17886524,55;21094550,47;19652927,33;20860907,44;
1805112;"Tarnowiec (2)";7506425,90;8003665,47;8034216,59;10197472,76;11155332,95;13006019,24;12794726,45;15064481,73;13778294,58;14393182,29;
1806000;"Powiat kolbuszowski";56811290,84;60096985,07;64740749,24;71855695,27;82235187,51;116115960,25;100518415,85;123744934,66;114767959,96;132197549,94;
1806012;"Cmolas (2)";5527611,54;5627251,68;5460803,04;6268611,02;6677860,47;8489441,21;9831521,37;12295223,92;10703786,39;12253835,34;
1806023;"Kolbuszowa (3)";31772194,39;33250528,37;37653170,08;40715035,29;45439036,71;71375504,76;58127265,94;64201678,53;64166737,81;74587434,24;
1806032;"Majdan Królewski (2)";6355467,84;6581779,74;6391511,97;7384305,61;11626760,70;10742012,78;9683616,10;12976414,12;12929055,32;13370560,50;
1806042;"Niwiska (2)";3977961,95;4697726,02;5185191,66;6879908,42;5919330,35;8558616,21;7806858,72;10789702,73;8573488,76;10178330,41;
1806052;"Raniżów (2)";5073173,81;5673400,60;6404757,34;7076014,77;7832874,61;9147071,32;8981608,30;13775889,72;10640085,53;13255769,02;
1806062;"Dzikowiec (2)";4104881,31;4266298,66;3645315,15;3531820,16;4739324,67;7803313,97;6087545,42;9706025,64;7754806,15;8551620,43;
1807000;"Powiat krośnieński";134431063,09;126251127,44;138594375,75;147952882,09;178777163,80;205507272,08;205391998,43;235348147,53;229669099,10;253055450,12;
1807012;"Chorkówka (2)";12002256,48;11203683,86;13010594,44;15418893,13;20144233,92;22552843,39;22917710,88;24604862,58;24067373,72;25167426,01;
1807023;"Dukla (3)";17572914,78;16518104,72;18342431,67;19004248,90;21788449,20;24197540,51;26715872,10;29293213,46;28724372,64;30749898,20;
1807033;"Iwonicz-Zdrój (3)";11593272,93;12247851,94;12788009,98;13182826,10;14662763,76;16207948,35;16483185,02;19824949,18;18410967,71;21214969,47;
1807043;"Jedlicze (3)";22680104,66;23975520,69;26054205,05;27208106,95;30616794,54;40528020,98;37065518,73;35817152,87;38272647,30;43379568,16;
1807052;"Korczyna (2)";12974569,85;11603565,95;12431220,50;14887666,56;18125695,65;21244447,25;21672704,86;22454477,77;23575147,37;27325007,66;
1807062;"Krościenko Wyżne (2)";6113319,43;6565788,99;7441552,29;7515449,92;8425621,75;10124608,84;9699085,98;13141798,28;11262921,98;13201250,22;
1807072;"Miejsce Piastowe (2)";15073560,13;14017707,81;15467286,24;16217375,95;20513734,82;24212959,84;26765017,46;28031332,50;29975092,47;27429166,51;
1807083;"Rymanów (3)";20806717,05;19225900,10;21365916,83;20683117,33;25466512,72;27621779,00;26433071,30;32241791,28;31879129,94;33498320,46;
1807092;"Wojaszówka (2)";11196397,30;9388563,43;8833273,70;10534434,52;16071623,42;14259607,22;14497993,84;23539829,16;18905707,91;27134023,39;
1807102;"Jaśliska (2)";4417950,48;1504439,95;2859885,05;3300762,73;2961734,02;4557516,70;3141838,26;6398740,45;4595738,06;3955820,04;
1808000;"Powiat leżajski";80658921,87;82414261,91;91266598,20;99909202,93;110261613,61;132570401,49;124867478,26;147249262,47;151919439,25;165436877,16;
1808011;"Leżajsk (1)";24424135,97;24257130,56;27462679,26;28859136,38;31015083,57;33661322,01;35022569,94;40166104,60;41284987,06;53003501,13;
1808022;"Grodzisko Dolne (2)";5694246,27;6651648,87;7699910,30;8749115,04;11157749,23;11576452,52;10254989,86;13763331,98;12426258,41;11635393,66;
1808032;"Kuryłówka (2)";5287802,85;4880580,91;5026356,34;5550298,87;5898976,17;10807667,71;7022412,60;11621740,00;8934033,91;12220910,53;
1808042;"Leżajsk (2)";19362301,82;20620892,77;24346236,25;27828305,51;28460985,86;40831982,41;31822482,38;36796391,13;41431230,01;43592355,72;
1808053;"Nowa Sarzyna (3)";25890434,96;26004008,80;26731416,05;28922347,13;33728818,78;35692976,84;40745023,48;44901694,76;47842929,86;44984716,12;
1809000;"Powiat lubaczowski";77407540,68;72507573,58;78859806,96;91842181,12;99637832,24;124853425,50;107551188,67;139960399,18;120750290,57;134664135,71;
1809011;"Lubaczów (1)";19775713,35;20070142,13;21815901,81;25721485,41;31084166,63;35454225,53;29432578,03;32572035,84;34950256,16;36643091,60;
1809023;"Cieszanów (3)";8290041,20;8773026,68;9592707,75;12722847,59;12202016,39;13673941,93;13033277,09;20385354,84;13931589,08;17216359,11;
1809032;"Horyniec-Zdrój (2)";7367488,26;6489996,22;6309432,69;7823276,94;7521291,18;10616016,46;8022770,37;12907108,68;9511303,37;11792266,82;
1809042;"Lubaczów (2)";10715105,01;9885665,77;11053649,11;11109147,23;11990330,63;17593226,72;17825554,94;22147224,85;20774776,38;20382133,09;
1809053;"Narol (3)";9094645,47;9092263,10;8298508,88;9596027,66;11011456,32;16213669,17;10906573,70;15311876,99;11991323,29;14595184,69;
1809063;"Oleszyce (3)";7983038,99;7442244,69;8194684,15;8548770,46;10635241,05;10903905,94;11467217,67;13602448,40;11952733,57;15618750,65;
1809072;"Stary Dzików (2)";9499091,89;7029691,97;8617809,24;10981630,38;10124171,88;13375208,36;10415965,77;13898485,71;10982653,18;10369143,22;
1809082;"Wielkie Oczy (2)";4682416,51;3724543,02;4977113,33;5338995,45;5069158,16;7023231,39;6447251,10;9135863,87;6655655,54;8047206,53;
1810000;"Powiat łańcucki";104158392,28;112488679,37;116074449,20;130016437,45;150941575,25;183778026,28;176670706,45;218582052,92;206517079,19;232255162,80;
1810011;"Łańcut (1)";35048970,91;38273429,42;40171478,90;44709422,16;51645807,93;56538703,61;54496066,02;68779550,76;60611917,57;77850473,90;
1810022;"Białobrzegi (2)";11061629,75;9482338,21;10053811,63;11610992,41;12487943,66;16358282,01;15809259,79;21613141,75;20058720,20;21559353,27;
1810032;"Czarna (2)";15365543,57;17193022,30;18257374,72;19226352,42;23714728,73;28061792,94;27932103,08;32324164,50;33935711,43;36668911,89;
1810042;"Łańcut (2)";21339696,24;23952519,78;24793029,17;26457779,86;33822272,69;43109709,17;41142967,24;46564395,06;46950376,89;48829121,45;
1810052;"Markowa (2)";7016792,92;8122703,39;7380204,77;9227798,13;9678720,14;11617086,93;11864066,17;16163725,37;14292633,68;16148439,31;
1810062;"Rakszawa (2)";6953446,76;7726471,52;7638851,44;9642376,56;9397112,71;12007878,51;12931466,47;16043228,59;17106284,81;17049413,57;
1810072;"Żołynia (2)";7372312,13;7738194,75;7779698,57;9141715,91;10194989,39;16084573,11;12494777,68;17093846,89;13561434,61;14149449,41;
1811000;"Powiat mielecki";198970967,40;213422744,57;230639258,86;274994596,33;298620499,92;354204490,23;359032066,64;375843529,16;348524088,16;445393997,89;
1811011;"Mielec (1)";126520702,98;139288426,95;149878322,03;174929143,00;189986297,18;212123465,29;227891776,37;217897774,92;206836108,11;262203110,62;
1811022;"Borowa (2)";6362733,25;5385807,95;5817996,05;8189146,99;7009295,62;9660694,56;9420216,57;12785460,62;10493320,52;10955196,24;
1811032;"Czermin (2)";6068840,45;6538771,85;7457922,75;9893699,69;9073162,35;11853403,30;11462762,42;14002240,06;13444590,66;15127330,29;
1811042;"Gawłuszowice (2)";2795437,01;2837112,83;2855040,06;3469798,06;3571154,40;4396766,75;3993891,76;8039985,03;4595284,40;4905697,85;
1811052;"Mielec (2)";16005233,46;16560713,10;18210215,07;20488524,88;24369663,71;31547826,30;29926673,96;27949473,72;28226049,12;36192164,46;
1811062;"Padew Narodowa (2)";4556655,47;4998763,23;4962962,15;7119211,88;8088364,98;8060936,03;12877931,99;12302096,31;9721193,20;28886919,20;
1811073;"Przecław (3)";9126744,61;9595772,96;10452551,52;14125769,66;14441273,72;17319186,89;17283493,35;21528632,75;17390244,50;20402834,92;
1811083;"Radomyśl Wielki (3)";12656234,75;12399507,82;13155813,05;15770753,90;17100755,88;25119504,07;19818921,82;23648878,52;25335904,22;28343779,33;
1811092;"Tuszów Narodowy (2)";7991076,27;8234388,14;9950003,33;10716532,83;14397551,65;19737756,18;14640578,43;22450357,19;16508496,36;22128549,97;
1811102;"Wadowice Górne (2)";6887309,15;7583479,74;7898432,85;10292015,44;10582980,43;14384950,86;11715819,97;15238630,04;15972897,07;16248415,01;
1812000;"Powiat niżański";64659700,58;64015010,30;65905786,13;76130123,42;100462582,70;142235193,41;122769227,75;144911347,88;150156916,25;146043051,17;
1812012;"Harasiuki (2)";3361905,72;4278630,00;3847811,37;4394027,54;5753072,92;11326137,49;8131999,39;10187730,73;13711577,82;10608502,25;
1812022;"Jarocin (2)";2840764,09;2812424,63;3224530,02;3657993,98;4866232,88;10965566,49;5719311,43;8775724,44;5785896,55;8008803,82;
1812032;"Jeżowe (2)";7710792,42;7684703,65;6744964,95;7978670,64;9552145,94;28141821,16;16708674,79;14697023,07;13906442,43;15945733,03;
1812042;"Krzeszów (2)";3936778,26;3623848,80;3603267,14;4131521,15;6629053,15;10104479,35;9168122,61;11020619,72;8653116,95;8145665,07;
1812053;"Nisko (3)";33169725,93;31435196,74;32992897,25;37105608,01;48394672,70;54504632,86;54009381,90;65394470,16;68130716,17;58467531,67;
1812063;"Rudnik nad Sanem (3)";8119817,41;8427573,38;9415895,19;12188315,08;13670090,28;13007122,04;16258167,06;19443911,04;22498291,17;20808585,95;
1812073;"Ulanów (3)";5519916,75;5752633,10;6076420,21;6673987,02;11597314,83;14185434,02;12773570,57;15391868,72;17470875,16;24058229,38;
1813000;"Powiat przemyski";90953978,39;87101840,19;94726966,43;103591311,10;112976778,54;144313071,04;145601026,41;171490299,37;165631960,23;181338133,61;
1813012;"Bircza (2)";6467880,57;6281759,52;7302648,00;9165595,53;7992248,16;9227432,38;12320822,47;14855611,44;11735314,00;;
1813013;"Bircza (3)";;;;;;;;;;12459588,62;
1813022;"Dubiecko (2)";7279195,28;8000556,68;8201980,81;8630941,41;9772436,81;11939095,94;;;;;
1813023;"Dubiecko (3)";;;;;;;13151942,68;15057974,88;13909438,15;13926368,30;
1813032;"Fredropol (2)";8054860,09;6668558,65;5454981,09;6656423,31;6975162,67;12732295,47;11552060,16;15540139,11;12571036,91;14514837,66;
1813042;"Krasiczyn (2)";6293432,58;7605137,85;7982082,90;10016348,62;9875733,25;11460995,44;10955562,37;14009527,52;12531352,23;13928060,24;
1813052;"Krzywcza (2)";3825320,25;3586684,68;3596843,45;4739067,48;6686712,51;11141686,19;9706588,54;9789362,87;8726375,15;7461867,46;
1813062;"Medyka (2)";12730911,94;11668590,53;12486907,13;10943468,18;13026519,84;13223932,75;17163547,60;17605267,00;19746480,91;17318794,43;
1813072;"Orły (2)";10879902,87;8406672,10;9789125,75;10958128,24;12136308,29;16227056,18;15830343,02;19023258,08;22637453,82;20532397,95;
1813082;"Przemyśl (2)";13564467,57;13242295,87;14289294,23;16475710,68;17140757,82;23265591,30;22395624,05;25347938,79;26468686,41;30908576,28;
1813092;"Stubno (2)";5068302,88;5449894,19;5794190,59;5380479,27;7799016,51;9023226,39;5822797,89;10131383,88;7580714,11;15714158,94;
1813102;"Żurawica (2)";16789704,36;16191690,12;19828912,48;20625148,38;21571882,68;26071759,00;26701737,63;30129835,80;29725108,54;34573483,73;
1814000;"Powiat przeworski";97460452,84;92258007,94;98457967,48;115041600,50;116244996,92;138661395,09;150477315,78;198290857,45;184641278,25;185649253,24;
1814011;"Przeworsk (1)";28654825,53;29222413,77;30724721,71;32017013,66;34751001,94;35286121,74;39343773,24;45700824,56;41311126,39;47216432,87;
1814022;"Adamówka (2)";3245797,76;3704530,52;3958781,10;5624889,10;5235257,70;6518470,39;6745345,61;11865200,01;8730740,54;9842562,23;
1814032;"Gać (2)";4484596,50;5092448,06;5106158,32;6807131,70;6057745,09;8877037,39;9438027,70;12301753,16;9527972,12;9608772,95;
1814042;"Jawornik Polski (2)";4704219,30;3861248,50;4532505,23;8118987,31;5672764,72;7494230,86;6370482,66;13196983,92;15062274,21;;
1814043;"Jawornik Polski (3)";;;;;;;;;;8681140,69;
1814053;"Kańczuga (3)";11723724,66;11369220,18;12526889,44;13680722,50;14807053,26;17122692,18;18909218,09;27220149,30;28820620,34;24363335,01;
1814062;"Przeworsk (2)";13204072,51;13059750,03;13770883,44;15437779,84;16884426,53;22655218,58;24630205,74;29507820,82;27682309,50;32867426,48;
1814073;"Sieniawa (3)";13149151,38;10651158,02;10250672,20;12347879,85;11137667,86;10746583,59;17011613,54;22672699,31;22367368,98;18429844,54;
1814082;"Tryńcza (2)";11095341,32;9437101,04;10593524,33;11687812,41;13203272,94;19069865,26;17155428,65;20295330,64;17837760,07;18521518,03;
1814092;"Zarzecze (2)";7198723,88;5860137,82;6993831,71;9319384,13;8495806,88;10891175,10;10873220,55;15530095,73;13301106,10;16118220,44;
1815000;"Powiat ropczycko-sędziszowski";103044748,48;108256515,15;119156654,84;138605666,13;154731311,59;172307087,36;174846276,33;199531034,20;195292379,62;225642890,79;
1815012;"Iwierzyce (2)";6612542,63;7112531,20;7881123,41;8600817,12;11358925,20;14970932,32;13953329,69;18559443,79;16896569,08;16697401,89;
1815022;"Ostrów (2)";29091420,66;29812577,68;34341665,52;45692752,33;45798504,62;45013460,39;46500262,96;55404325,22;47745369,47;55812317,24;
1815033;"Ropczyce (3)";36730622,11;38750925,56;40898168,76;45435044,72;49756229,47;57932511,60;56749460,84;56298277,76;64470683,96;79026968,08;
1815043;"Sędziszów Małopolski (3)";25590483,00;27645853,26;31051853,67;31929412,17;35925329,74;43410439,35;46068502,71;56669758,72;55266973,49;61056923,75;
1815052;"Wielopole Skrzyńskie (2)";5019680,08;4934627,45;4983843,48;6947639,79;11892322,56;10979743,70;11574720,13;12599228,71;10912783,62;13049279,83;
1816000;"Powiat rzeszowski";207292741,85;218555477,11;236058584,19;291790743,05;312722927,94;388393260,98;431242997,87;434073617,41;472809820,24;511857817,68;
1816011;"Dynów (1)";6237563,36;6865769,46;6912579,62;7589546,94;10105361,95;12125632,63;13497267,41;17878823,88;11769078,34;11970866,25;
1816023;"Błażowa (3)";8402256,63;8610016,76;9023664,87;12180510,98;12503538,53;14435326,37;14377071,62;16042616,09;14205510,24;19607503,25;
1816033;"Boguchwała (3)";32688359,85;28306078,60;32960717,47;33380691,83;38752501,34;47559934,69;53092352,35;52623704,24;69301451,90;55840439,65;
1816042;"Chmielnik (2)";7039220,98;7827682,52;8549605,20;9576950,58;12622029,40;13979686,03;14525168,57;17529545,41;15238996,76;19432007,00;
1816052;"Dynów (2)";5463703,15;4707560,41;5046374,77;5665629,89;6416292,02;8345060,92;12969006,70;11188299,68;8298053,71;10279457,02;
1816063;"Głogów Małopolski (3)";33830851,28;35458087,36;36956817,99;43226770,68;48752571,60;62432388,25;65203764,23;60653937,80;91033384,14;85360910,41;
